businessId,AvgFromReviews,wIDF,wAvg,wRM,wBase
Om3WtcK5qgwEW5-CojPMxw,3.857143,3.980247,3.968207,3.964834,3.964834
kyWbn54rsIlS3vbpDo0qPQ,3.076923,3.651898,3.680307,3.686521,3.735896
xNi50XvRuPmGhaxazcVniQ,5,3.852096,3.783588,3.884456,4.657846
XsAZTo89i8MX5R8tv3bTFQ,1,3.931511,3.931511,3.931511,3.931511
FFHzFdyWgM-OdMghuXMPEQ,3.966102,3.651898,3.680307,3.686521,3.735896
HmJAoSHisjJ0ZvPmTx3VFw,5,3.881876,3.84126,3.814467,3.766723
pdsK3YZfXZbzOEVpGNcilg,3,3.788119,3.76799,3.764654,3.764654
dPP8HsGEH3A-7F75zHPwUg,3.666667,3.72684,3.730494,3.731549,3.735896
jgWAgT7LWPTf5wju9Q-kiw,4.354167,3.594971,3.647453,3.662329,3.735896
bo7pxmvcRlZURzhfmIL4zw,4.8,4.006545,3.984081,3.977337,3.977337
N8Bdlykr8F5xSs5D3SUb3Q,3.666667,3.981053,3.941237,3.930289,4.023246
TehSM5JrMRikSnjnnfulbw,3.903846,3.824118,3.791792,3.788788,3.788788
KJr8lTqqStOpFzT8XD97gQ,4,3.729611,3.746931,3.762252,3.766723
cCpZbGABDFKInDxGLdNXYw,5,4.049013,4.081825,4.120429,3.766723
G4adLjaCZQ1cQ5nrCQam1A,4.6,3.923293,3.92391,3.924098,3.924098
c-GLGYQLHCYyvYpz2-5oqg,4.111111,3.959192,3.900638,3.878701,4.018717
NdNdgzSo7M0-RSWDPWKihg,4,3.795231,3.774209,3.769955,3.769955
Gl4TouO2_CCz2nFPS9fGlA,2,3.958681,3.904173,3.883189,3.940685
sPQvlHSBUn5ksKXmnKcepg,2.666667,3.569263,3.59587,3.621727,3.701056
rkbe2bfskoPY-K_mcYjSYw,4,3.89459,3.872626,3.870026,4.084871
l-Xv5Kmg2gilJI3-DGVCqw,3.585366,3.900433,3.860877,3.85251,3.85251
64zIp0srer2d7L_-iFbg9A,3.785714,3.835315,3.808799,3.799092,3.878903
obkBJENTOXC3YpS_VWiPyw,4.266667,3.649761,3.669593,3.67624,3.701056
a4wVLeSHNSHyGGbanNuCUg,3.222222,3.594971,3.647453,3.662329,3.735896
Hl0DRZMaoXoWTKovxeWz9g,4.846154,3.953968,3.953968,3.953968,3.766723
COc06ScpJTN15NXMf4gkqA,4.111111,3.714494,3.740076,3.758422,3.766723
karNX7w6QYUL6aDdgsFsSQ,3.75,4.086261,4.003285,3.953155,3.766723
Gc_QhW4A7XlTo1jzzPdz3g,2,3.582444,3.611456,3.632034,3.766723
RBaJjHV1aVb678kBMLQCZQ,3.714286,3.635415,3.636591,3.637708,3.724614
uGC6iRZ2f7WLAeaptZkQIQ,5,4.156876,4.138246,4.129935,3.766723
AzNRSPu8LcsedsfZ694uCw,3.25,3.475623,3.569723,3.610864,3.735896
KM5i8zMJxBIept04j60tNA,4.296296,3.980247,3.968207,3.964834,3.964834
5AsVHsqADuurv7NqG-RFLA,3.88,3.635415,3.636591,3.637708,3.724614
kP_NxoI4DyQ1y60i5xsTCQ,3.181818,3.666817,3.730746,3.775059,3.894209
XbVqzUHS3c9FhG4lI13c3Q,3.968085,3.721835,3.708473,3.710441,3.774394
b93AyfRDgrQ8v2o6LCdy5A,1.333333,3.019825,3.257293,3.408691,3.766723
Qn8vxCWqe8FL_5MNcc4tpg,4.5,4.027694,4.009311,4.000661,4.000661
_AnSrEL8OP8K0o5udRVVcA,3.5,3.980247,3.968207,3.964834,3.964834
B5zlpODoLE31jg6Q0W57lw,4,3.78407,3.765169,3.759928,3.759928
CsO0gepSDPwR3Iw2qJJNdw,3.2,3.751051,3.762709,3.773664,3.766723
ARtxGEA68ZJAqqXpl4yH5Q,3.25,3.735896,3.735896,3.735896,3.735896
_Eokx-PeCWvsZEWGU-278A,4.8,4.025838,3.93646,3.904074,4.202213
UETunq2HsmwW9pbsSGWZ6g,3.25,3.651883,3.666409,3.674511,3.722898
#NAME?,3.4,3.830653,3.799761,3.78548,3.813395
UDmbxiR9n1FKhHevNdOqCQ,2.333333,3.590924,3.625823,3.666564,3.766723
IsFQ32WyFS3WSoXjUJ1dcQ,3.333333,3.826619,3.802508,3.797634,3.797634
u3_amLppmBrfBYUfaI0nVw,4.428571,3.635415,3.636591,3.637708,3.724614
puFrm8eNizztqaWr_e32pQ,3.75,3.792449,3.76951,3.76422,3.76422
2qbajPD8M7PJlWWaHSRR5Q,3.5,3.675051,3.680655,3.683374,3.683374
tehdmMOAXe4roMGAEhJIqw,5,4.100364,4.083775,4.075312,3.766723
jqZKv-7F54guDLalXEjHxg,3.681159,3.669786,3.694641,3.700165,3.700165
oSsLoOCxuvG2fvrQmqXYMg,4.333333,4.155079,4.077805,4.100094,4.283094
vGeat2M50_z7Qumsq0A-lA,3.631579,3.635415,3.636591,3.637708,3.724614
U8VA-RW6LYOhxR-Ygi6eDw,3.846154,3.673602,3.691846,3.699677,3.699677
xL7H-eMQDE-y23VL7MpLsA,3.8,3.754401,3.740608,3.738331,3.773031
Q_78bhl_tnjySK2iNmRYWg,3.545455,3.980247,3.968207,3.964834,3.964834
-6O53B-ksqSKzWM6Y9moEQ,2.714286,3.558306,3.616773,3.636649,3.636649
ZsLq6mPkGknPcZ-u4a_Rvw,3.5,3.802423,3.828426,3.852358,3.970529
mUMikdLRJxeet5uWWGQeZQ,1.666667,3.982226,3.970796,3.968538,3.968538
Xxhj0sE85jLrpDmQTpn7tg,5,3.766723,3.766723,3.766723,3.766723
T80zdmoHleRsTbRXJBLoFA,4.166667,3.735896,3.735896,3.735896,3.735896
-p-9eBYvts8tcalo5IWOKw,4.285714,3.661719,3.69203,3.701056,3.701056
Jut6RK_K35mLKLRfTxosSQ,2.8,3.84017,3.88459,3.943323,3.766723
omHC9VhPZIQiAXWnZEe8eA,4,3.705704,3.752653,3.785248,3.931511
RPxlw8cw2Xykv8YzK5sfCQ,4.666667,3.705704,3.752653,3.785248,3.931511
FMIHdl8QE0-gkaHvnAkEhw,4.1,3.76865,3.817851,3.873834,4.035423
wTVgDIHonZITOqrFfVZ0gg,3.7,3.798825,3.838359,3.90563,3.90563
w9KHEhv4NzomT7n46ke-jA,3.2,3.68177,3.685534,3.687924,3.687924
S3ccQHpkBQTBBfRB-Q4adg,3.363636,3.853483,3.81092,3.803655,3.803655
ZjpCTpG87cmd9agfpz-EaQ,3.833333,3.854637,3.822853,3.816756,3.816756
zsMNY7nDppcceMgzKp6eZg,3.666667,3.934706,3.925623,3.916463,3.766723
#NAME?,2.792453,3.830653,3.799761,3.78548,3.813395
dYZ9YiA1JYlFoul-yorXSQ,4.259259,3.853483,3.81092,3.803655,3.803655
Oh1Br5MGfeXdytwCBuOn_w,4.75,4.438675,4.307182,4.244165,4.244165
k2M7GrnlxqwgJ_UKWsclNw,4,4.156464,4.160077,4.163887,3.766723
GFcKf648xaDTdJcymIm2rQ,2.833333,3.744599,3.740323,3.74026,3.74026
#NAME?,3.142857,3.830653,3.799761,3.78548,3.813395
PSIoHJpLPnkoH78iYRk6vQ,3.666667,3.651898,3.680307,3.686521,3.735896
X0BsBdPGAyo9gLPIRJ9PFw,4,3.651898,3.680307,3.686521,3.735896
PONDGYxI1dswoYjrzeljbA,3.285714,3.651898,3.680307,3.686521,3.735896
BecWjj2BvMbd4lNkc-zyNA,3.571429,3.735918,3.73089,3.725641,3.766723
_yUeZBoHERR8A-8wGlQ56Q,3,3.486627,3.571608,3.6154,3.766723
u7SqRXp_H5ysr6FdlEORqQ,3,4.125894,4.092912,4.082202,4.197655
_GyBoKI4wIX4iBbGmXKQ6g,4.666667,4.116336,4.086981,4.074574,3.766723
QarP4D5Vxs1-q6hPqEdq2Q,4.666667,3.905036,3.861366,3.829795,3.766723
XZZBFKfxi_I8RFla028zmw,3.888889,3.709303,3.720109,3.722898,3.722898
TgxDGx7L_JICWbuBUCGVqw,3.490566,3.651898,3.680307,3.686521,3.735896
EOq_et3St_S4S7DCLl_gww,2.777778,3.635415,3.636591,3.637708,3.724614
NtmLlKfCFfM0K5j6WWKxQA,3.387097,3.823891,3.805428,3.801109,3.801109
9jBTMRNxvYyyHAlCGVO91Q,3.807692,3.884452,3.874624,3.882483,4.049313
uf4AWTEI6RmRUXx-28MZsg,4.4,3.980247,3.968207,3.964834,3.964834
WYk91WPklqRWuk9z9DsPDw,2.847458,3.651898,3.680307,3.686521,3.735896
zKFX8BVTWYZNa2vJ46UdmQ,2.89916,3.577036,3.645659,3.660498,3.508758
_TsQL0GYnStvozi_xOtV2w,4,3.417258,3.535979,3.618022,3.766723
LOPHo3NyafDN9xPT6K5rZg,2.892857,3.651898,3.680307,3.686521,3.735896
LfKPiwth-lGmCKTxlDoV9g,3.738562,3.883433,3.828019,3.818623,3.818623
lnr7NDMDLTewL57x0pk1Aw,4.333333,3.635415,3.636591,3.637708,3.724614
nwqddri8x9y2HJi_v4AcHg,3.666667,3.86755,3.86755,3.86755,3.766723
apCfJVnRyaw6oVUBKujpUQ,4.066038,3.956855,3.898257,3.888922,3.939918
#NAME?,2.722222,3.830653,3.799761,3.78548,3.813395
9W8LA15TLHlAF9BGHVSgdQ,5,4.07998,4.006307,4.005513,4.515152
1CNJeljdT4Ap7B-8ddbkYw,4.333333,3.756795,3.753784,3.753351,3.774038
DScAYRPPKaqt1NBkCbibHg,4.5,3.651898,3.680307,3.686521,3.735896
FqVf9SmUPHk6Do36XoKLAg,3.25,3.787916,3.76706,3.762037,3.762037
RV9yiJmJNEpFv-CqgOo71w,3.454545,3.5582,3.601771,3.61582,3.508758
0K634ehk41ZRc4kj3NTAEQ,3.627273,3.78413,3.799505,3.807056,3.837421
_TWT58PWunYIyPgpz1fuog,3.352941,3.577901,3.613054,3.626539,3.626539
AXixlciaDB5jo2NMZmSKoA,4.464286,4.115669,4.064945,4.058957,4.058957
r-EVE9HYaJoaaK82Z7o3OQ,5,4.213676,4.211885,4.211086,3.766723
AeoJkr_dlNshB078OepP8w,3.104167,3.651898,3.680307,3.686521,3.735896
v11wtoKy5sKLAdi8355MKA,3.7,3.669786,3.694641,3.700165,3.700165
CI3ldLMcWLJhjAOxY3bv1Q,2.833333,3.486151,3.581196,3.669839,3.859535
ceQeRzmIpLKPO-ZkB5CIvQ,4.5,3.897564,3.862517,3.856255,3.856255
zS1CXT_8p06KjrIYhU3RsQ,2,3.44954,3.568353,3.65568,3.894209
ZBFCiGOw21vc-a8YY4sx1A,4,4.028675,3.969982,3.92264,3.971564
QqJMC9enrJ8UjlASZuV3rg,2.333333,3.429351,3.479462,3.517056,3.766723
x6Cn9nVDQAcolEOpknWJWg,4.2,4.2019,4.131598,4.100433,4.371134
fARBRcNtxCfAN3i42Nsj7g,5,3.929906,3.841233,3.815959,4.146096
3MgiBDv_rTALZQPDTixrgw,2.666667,3.933825,3.941048,3.946955,3.946955
lgWe8lSmcBk4Pq0kVI9-0A,2,3.735896,3.735896,3.735896,3.735896
Hls6Cl5Wo8f1FS5ZDtntXA,5,4.156876,4.138246,4.129935,3.766723
k2eGQnrivx92ozZgfi8ZYQ,3.8,3.946758,3.908086,3.885036,3.766723
eFK2QePKvAowH-uX-0V4hQ,3.4,3.472253,3.526409,3.569633,3.667679
YD62hxQyKdsb5F-kfLFlAQ,4,3.509079,3.56304,3.601918,3.766723
ASsdxZQCYX39MwkNazB8bA,4,3.766723,3.766723,3.766723,3.766723
8z2DkKf_FrPVNtt_5w4QsQ,2.4,3.594971,3.647453,3.662329,3.735896
bEGEVhL86L-2d-wSqAWhfw,3.652174,3.800878,3.793144,3.790449,3.889197
oQdSznCeRdH41yWpQ0rlYg,3.333333,3.889949,3.905452,3.914371,3.914371
90EMYSgCnZvW2wOH2M8j2w,2.833333,3.635415,3.636591,3.637708,3.724614
7x-e_cU8XX01gftJ8-s5Gw,3.4,3.854637,3.822853,3.816756,3.816756
AfD8WHzRVQ5FEh-i7LbmCQ,5,3.681143,3.756055,3.805032,3.766723
1udzLbeQxmLTbOtgyVP0kQ,5,4.052292,3.912776,3.871983,3.871983
erHz0NkEG1AP3aAtnu3eFw,5,3.953968,3.953968,3.953968,3.766723
4YiayKmzqRao1UNb8Xh0Bw,4.666667,3.824118,3.791792,3.788788,3.788788
0rd-jRz43JDkx1ghoHnEXQ,4,3.867974,3.845798,3.834293,3.90613
1_WD7kvNQAbscw1c7CFH3A,4.095238,4.122028,4.010948,3.99686,3.99686
pTBS-RD0_DZwu-Scp0bWwQ,3.333333,3.718588,3.708373,3.70088,3.681844
MwmXm48K2g2oTRe7XmssFw,3.961905,4.115669,4.064945,4.058957,4.058957
#NAME?,3.25,3.830653,3.799761,3.78548,3.813395
GwSdGrvaXi4BdXNSWKn-EA,4.562092,3.981053,3.941237,3.930289,4.023246
mAXPgcZli6yyQbmqPFBOzw,3.25,3.588808,3.632775,3.648467,3.766723
Zg-C1aYcoR2L5OIrA01MkQ,2.818182,3.669786,3.694641,3.700165,3.700165
Qxeh_4jjc9GfY5kSA8qwQA,2.785714,3.905036,3.861366,3.829795,3.766723
CXBKnrwlvk6xqFQtEqU1BQ,4,3.745152,3.721443,3.707805,3.766723
B-WxQYb3A9SKyGm2aqk9tg,2.5,3.594971,3.647453,3.662329,3.735896
7Z_VmjR74f2Wf-hTBPDF3g,3.875,3.697521,3.715426,3.725499,3.725499
FUI-hWH_bpis7AKZTWenUQ,3.85906,3.968399,3.869484,3.848562,3.848562
lubFd6yUPFxVmhyeglvtZw,2.666667,3.766723,3.766723,3.766723,3.766723
GZNEPuEPqs7JIswUhOttnw,3.727273,4.19029,4.190317,4.189194,3.766723
YRJKTPc7Tkz1cbjGHmOHuw,3.592593,4.072738,4.005557,3.998365,4.071664
7kBYyMuZd7FpkzRDp2oREA,4,4.081782,4.042192,4.035423,4.035423
o2e_M8SqL6IJ9_Ih0yQkMA,2.25,3.931511,3.931511,3.931511,3.931511
OkRzw22eDg45do8i-1jHow,3.571429,3.734505,3.738826,3.740683,3.743501
4Gn1RpmETdGKNGIvzQNYiw,3.5,3.94019,3.856488,3.832772,3.832772
6dfbD9GDas5-61RU7khClQ,4.666667,3.737596,3.727418,3.720873,3.766723
4V3OvUQa4EPfi4Bdcx9oBQ,5,4.556742,4.461287,4.456923,4.707753
vfv0rermjJJkWD50Plo5ig,2.166667,3.475623,3.569723,3.610864,3.735896
tpJjVxyor9OOQfYgvAtdRA,4.307692,3.993629,3.949417,3.938078,3.938078
nOsTpQeQLMk-pRHcFoZjBg,3.666667,3.316346,3.383698,3.40953,3.766723
soGWWfR3aKdDuM07_p0AGw,4,3.430827,3.55143,3.687943,3.766723
St3jS0PnF1lulH1ggA4Jgw,3.642857,4.012055,3.970441,3.970942,4.029642
A6OstDz-flrI84-EW8aILg,3.444444,3.651898,3.680307,3.686521,3.735896
mKtHJOe1rtf-zGewKpAqrw,1,3.636704,3.696031,3.77502,3.766723
hCGPFJjKi6RXlfR0asxA_A,4.2,3.805314,3.78357,3.803456,4.35
#NAME?,3.26087,3.830653,3.799761,3.78548,3.813395
e0XVRxsT6VrA3rPl-_83aQ,5,4.347556,4.315975,4.284633,3.766723
TrUlUCfoa1L034YKEermnQ,4,3.656142,3.67513,3.704209,3.803655
eZyqa81qS0LuH0Bv8vfvrw,4.538462,3.55854,3.597611,3.624586,3.700165
2yMqb2Ey4PspeyLn4y2dHQ,3.333333,3.454175,3.566812,3.644193,3.766723
ky3kuTeqTUOU4CsZ_2_LzQ,3.285714,3.635415,3.636591,3.637708,3.724614
azBHKHqif0NXO3xcALo5VQ,3.470588,3.83603,3.811454,3.806359,3.806359
1eCvpgvB4QA-0fSwb8-5Dw,5,4.140213,4.129641,4.124779,3.766723
nPgN4EXdcfdCGGlyHScc_g,3.5,3.651898,3.680307,3.686521,3.735896
L5aErVDXrsVpShvy1k0HsQ,3.75,3.909928,3.899667,3.896956,3.896956
O7fXh4ODsi--5LmJKTHn2g,4.378049,3.889729,3.869393,3.863844,3.863844
WN84dC3msw5ICSpVj604GQ,3.75,3.980247,3.968207,3.964834,3.964834
WyTiZGv0edFH-J6cDwTp9g,4.333333,3.959192,3.900638,3.878701,4.018717
Z-lM8A3ZsF5qiqyrN6XcDg,5,4.081782,4.042192,4.035423,4.035423
EjdHWoYUsYIglMuFJFa4rg,2.333333,3.766723,3.766723,3.766723,3.766723
W1JyjDzetDVPpnXdpr-l7w,3.95,3.651898,3.680307,3.686521,3.735896
41j3GB7M-Lwq284Pfb9zgw,3.733333,3.755853,3.748363,3.748453,3.748453
A0-0oO2I-L4QF9BMi9duuw,5,3.951719,3.892337,3.856619,3.766723
8WPCqC0Y-yszJi7eqfSllA,3.2,3.980247,3.968207,3.964834,3.964834
7P9XY8EoBr-Ksoh3Xtq0Xg,4.125,3.774711,3.806462,3.830243,3.766723
N-O6v6OHO-RAE9Ojw-7tWA,3.384615,3.598928,3.689583,3.757911,3.766723
nBaXh8dRLsX_9Ndyvsnv5w,4.5,3.48856,3.568805,3.675871,3.859535
iaNW09XVfBCC7ytLjSeJQQ,4.25,3.775162,3.777562,3.778604,3.772563
Lui51rpFfyVVOmN8WcB5AQ,2.769231,3.711336,3.746662,3.782383,3.970529
O-SE2b4SncLzk6jnPd8g6Q,4.2,3.953968,3.953968,3.953968,3.766723
JJzmlkbpLej-bSa6RSXo8w,3.666667,3.583428,3.611373,3.649333,3.766723
U_7AS3NurUa04zGN5tz9TQ,4,3.913866,3.909266,3.907261,3.766723
C0vHeuHvd8H-9pJ1Qsb48Q,3.35,3.709883,3.718658,3.719749,3.719749
Yetz4GH7-hlQTOuLJhUTPw,2.6,3.651898,3.680307,3.686521,3.735896
SN2W_d403XoXnY7CX61B5w,2.333333,3.802889,3.801878,3.801544,3.766723
2F7ROAX7Yp1jSO3J-z0GEA,4,3.733529,3.733529,3.733529,3.766723
bOB11LVavtN9PWTNwR52Tw,3.085714,3.651898,3.680307,3.686521,3.735896
_GS1R0LTwr6h8rMWY_8U9Q,3.678571,3.757143,3.744774,3.743651,3.743651
Xrg75Tlc897AAK5NoIg19w,3.695652,3.941431,3.892662,3.913191,3.995835
jRfdz5voj40P6WS9L54caw,4.056034,3.85089,3.823176,3.818185,3.818185
iHmfkYeEsIxbAqEj3dloQQ,3,3.890201,3.869565,3.854652,3.766723
seg5LOqFqUXKqJz-thKIKA,3.285714,3.44954,3.568353,3.65568,3.894209
mm6iRi2BBaSACnyTv71nNg,3.666667,3.877985,3.889884,3.894209,3.894209
B5hhRbxDIADG-bFaQIEWag,3.814815,3.594971,3.647453,3.662329,3.735896
Br9FiIMtRqD2rtKgtR88sA,5,4.038998,4.006503,3.951521,3.766723
fOfODlhwjrELKlQYUo7ypQ,3.142857,3.500512,3.594087,3.627284,3.735896
YTR7zYN7F-zP98sqFTS2-g,3.857143,3.853483,3.81092,3.803655,3.803655
OS4MLcTRkUPSqL95N1DUuQ,3.666667,3.983705,4.018884,4.059031,3.766723
Mm8lMxK_eY8dYaj2V_EyUA,4.333333,3.82652,3.824449,3.823594,3.766723
bp8vXJflCf8e96z8sTJSHQ,4.875,3.765222,3.805199,3.841926,3.970529
LDtE3rhFnl4ud1ogxS6rGA,1.75,3.705704,3.752653,3.785248,3.931511
MPsCdY0Bwv2G0JXtwvE_hw,3.666667,3.733529,3.733529,3.733529,3.766723
fG3yJmDXfSU8eW8HY1K3aQ,4.2,3.55854,3.597611,3.624586,3.700165
eO-o7FRjNEzcSEG8pakkzA,4.4,3.863098,3.846157,3.842123,3.842123
hZzsDKQaPzVstMyUUGnwRg,4,4.171262,4.111462,4.07742,4.07742
CAsX9uESzw_Ow38tYWsFnQ,2.333333,3.885639,3.843076,3.792589,3.724614
GUnFBoSAKVS67Ags6DNFVg,3.666667,3.486486,3.593527,3.673246,3.766723
Uayq3Wc5Y8PHLAFusOPprA,4.75,4.231153,4.158267,4.225579,4.65
v6zRA0WqOODJjmpvstrpGQ,3.892857,3.883433,3.828019,3.818623,3.818623
QCosRCJ1owLMgaHnXOMqQQ,3.533333,3.877985,3.889884,3.894209,3.894209
7Fk9LIRvalyMkeHNea3u2g,4,3.55854,3.597611,3.624586,3.700165
wNbBU48BXDYXuH3w_a61gA,1.428571,4.041034,3.957681,3.917422,4.240741
pKp50rYh0iWZYKiWmWmLow,3.666667,3.959192,3.900638,3.878701,4.018717
wCqLDgQKqt_4BTm884MKmQ,3,3.883433,3.828019,3.818623,3.818623
y_tiOBglwo64dN_J6h6rtQ,3.692308,3.76539,3.768965,3.791058,3.878842
R4catpIG7txsNMv1ZBL5vA,4.076923,3.584778,3.657692,3.700366,3.700366
G12nLnHLETf2E2pPW6grxQ,2.631579,3.316346,3.383698,3.40953,3.766723
6-5XFPr2mdzxrGJIrIhFAg,3.75,3.788817,3.80676,3.825593,3.766723
ZztUsJyGDwPySepmXRG13g,2.865385,3.825353,3.809151,3.805879,3.805879
58HvoHMI1ZbgQoonPWHXsw,4,3.94019,3.856488,3.832772,3.832772
m3O2EFVs3eo8s40MGGzmsA,4.107143,3.795231,3.774209,3.769955,3.769955
B0zWhoktQ05XWjTMICqfSw,3.142857,3.577036,3.645659,3.660498,3.508758
zOxg6JO5VA8EMPBFv8egvw,4,3.835473,3.822164,3.822022,3.766723
a3uefOLQZyxJQQDGtHhO2g,3.2,3.636289,3.741706,3.808485,3.894209
oaakO-X7uOXNxqsxjDSKfg,3.054795,3.558206,3.604988,3.621726,3.621726
98DT6eqywegPdiY8eOtt5Q,4.6,3.825588,3.840932,3.845487,3.766723
NB6o73F05lw23zpC79qoUg,4.2,3.855474,3.86774,3.879685,3.896225
UMP4EbpIcKD4urk0qXbncg,4.55,3.922023,3.875457,3.842108,3.766723
_C4LYux9IHgTr0ghYbKVgA,3.8,3.697433,3.737814,3.787635,3.90613
l8v1GHaB4CsryK6MioZ21A,3.666667,3.569263,3.59587,3.621727,3.701056
zsApK-QhjBm2mTqq4VWYPQ,2.636364,3.980247,3.968207,3.964834,3.964834
6fj7Bfqk_9xjBVPM0z3qOQ,5,3.735896,3.735896,3.735896,3.735896
EmWd7ZHgDgLDjtDmTtZq5w,4.333333,4.003301,4.014468,4.033283,4.033283
r-5_rdz6hB25prcXrmWNRA,4.75,4.050014,4.033069,4.029642,4.029642
JW6fDZOuUKtJyZGeldh0xA,4.136364,3.728622,3.726563,3.728244,3.728244
GoEHXcq_nY4jZOx3Ay5gxw,1.25,3.510399,3.565764,3.593112,3.656382
WNy1uzcmm_UHmTyR--o5IA,4.394783,3.927087,3.836967,3.820803,3.820803
duHUQFn7K-Ybs1rPI4AOEQ,3.505376,3.661719,3.69203,3.701056,3.701056
royG3-ZCroJsggnSknl19w,4.266667,4.034618,4.007327,4.028209,4.281124
lJe-zPM4U572nVI0eAN4Fw,4.380952,3.744306,3.774095,3.785731,3.819731
upzSExkcvYMX9dJMgNARXg,4.06,3.980247,3.968207,3.964834,3.964834
bO-WvOxfPzNbwSD87KuiBQ,4.875,3.946758,3.908086,3.885036,3.766723
u0P8ZOHbAY3B0-g4de1EEg,2.666667,3.019825,3.257293,3.408691,3.766723
4tncsL-je3tcBhg-uppJVQ,2.833333,3.786516,3.7816,3.780493,3.780493
cTirJGp4NdxpbjzBovs8Fg,4.166667,3.926249,3.872357,3.843578,3.843578
nS9Dgj0a5o4Et80jFXBlrw,4.333333,3.755853,3.748363,3.748453,3.748453
keYc-0lYxUV5ViKXY3lIag,2.2,4.156876,4.138246,4.129935,3.766723
qtwJq6ozaiRh30voZvTLBA,3.333333,3.980247,3.968207,3.964834,3.964834
SMUVbjzqLXXEJaGZkG134Q,4.666667,3.871299,3.845261,3.833655,3.766723
3RrRw6ZCsLgHEdqJQj5wvg,4,3.705704,3.752653,3.785248,3.931511
ElqD819zpmOryvsLuzv-Mw,3.5,3.887203,3.863624,3.857654,3.857654
Hguhh5iEZvw2vhkIFdCRPQ,5,3.765222,3.805199,3.841926,3.970529
_IwgdSjrIMwAcQdeLNhcZQ,4.166667,3.705059,3.704934,3.704928,3.704928
rh4PhLk_jZQcpIxkQ4JT4A,2.4,3.774711,3.806462,3.830243,3.766723
Q6exnM7RmHdNMZqegdrmoA,4.894737,4.156876,4.138246,4.129935,3.766723
7sNFLjSyinVqeQ_Teg2WRQ,3.75,3.635415,3.636591,3.637708,3.724614
4DhqZ0tyi2V2Mp8IqTREAA,3.214286,3.66661,3.694507,3.702978,3.735896
xH5axHFadmc7Veutt376TA,2,3.55854,3.597611,3.624586,3.700165
_TJGY39JZkeQuHw53ySsPg,4.666667,4.085179,4.067181,4.057162,3.766723
iy0BiPp2F__f_F03b8SZcg,3.090909,3.635415,3.636591,3.637708,3.724614
vaabk6CYXX1dYVQ1xkyPUg,4.5625,4.020806,3.950896,3.929849,3.929849
l6ymDZz4ZJZGGwBNVUzfYA,3.5,3.651898,3.680307,3.686521,3.735896
AaYHMYoeOt-5nN32vTA_Dg,2.709677,3.520719,3.572528,3.612671,3.710645
FQEj6KDamhWorvLz4NEeZw,3.090909,3.509079,3.56304,3.601918,3.766723
4BcuZj2ETMxUs48PLPwKxQ,1,3.651898,3.680307,3.686521,3.735896
AFD0Gl5mqxGnzVYzyMamoQ,4,4.074434,4.022954,3.966394,3.766723
ZNhH5zYE-wCKRhLhAVcjkQ,2.75,3.666817,3.730746,3.775059,3.894209
BN5gV0OfIZQbQ7PXv4tG0w,3.285714,3.775162,3.777562,3.778604,3.772563
MRgTo4MA3f1MB_VL3IVh5g,4.634146,3.858352,3.86022,3.865363,3.876199
AGfZlDg9IeajHP5Rj1RpMA,2.4,3.612808,3.70021,3.778782,3.766723
eUKyPJQyHdech1fU3Q3MRg,4.571429,3.877985,3.889884,3.894209,3.894209
IdnYOlL9aDfMu_S2kcaUkQ,3.516667,3.661719,3.69203,3.701056,3.701056
cxNssAOXk9N6McTeD0LwiQ,3.181818,3.830382,3.816151,3.81052,3.766723
lig_u5J0jLjMnwhrNZsL_w,4.166667,4.016055,3.974544,3.924155,3.859535
8FNO4D3eozpIjj0k3q5Zbg,2.481481,3.598502,3.646872,3.656382,3.656382
ZJxs1L4oMhX9GW00ty0aAg,3.28,3.598502,3.646872,3.656382,3.656382
2k1I66IxKL9vJnRQhXWkDQ,5,4.365673,4.290918,4.276164,4.714286
TwMfahsPHFnkLiqqvyalAQ,3.204545,3.746895,3.739931,3.739462,3.739462
TXOC9oDwBA9tI3vNBlkFbw,1,3.905036,3.861366,3.829795,3.766723
MGvu43HVvMe4CJ-B0521DA,2.25,3.665583,3.662215,3.660517,3.766723
l812thCTj-pIi3-cMaSiCQ,3.666667,3.711336,3.746662,3.782383,3.970529
tb24fvNJfHhyKEXkKn12Xw,4.235294,3.629409,3.673097,3.688032,3.688032
bMqkyZZzfJ3CnmrgGBjJGg,2.333333,3.735896,3.735896,3.735896,3.735896
1FhaKoigneVhlKFQll_ZGA,5,3.737596,3.727418,3.720873,3.766723
oLYOGtdW5RxvaBiSdv3WCw,2.75,3.744306,3.774095,3.785731,3.819731
1Q1hrAxT2X3lgxDLBOLEQA,3.72093,3.666302,3.685272,3.69089,3.69089
ESAm7dJIeS9CdWkgYASk8g,2.833333,3.76539,3.768965,3.791058,3.878842
ix0DXMpqXzT1JBDfeYuvEA,3.904762,3.853483,3.81092,3.803655,3.803655
BW9GH6_h_RJfpz8JY-wFdw,4.833333,4.123532,3.836875,3.908082,4.833333
o_YqpIrK0-9F7Q7ggtCSrg,3,3.757734,3.74155,3.731391,3.766723
u8roVM7HO9Oiah2dNBHXrA,3.526316,3.88133,3.828624,3.820711,3.820711
QB1dMlATwesPf6rrJGLQww,3.130435,3.577036,3.645659,3.660498,3.508758
dCjIsHdc-IoOmfMt7qqZJA,2.4,3.523907,3.582394,3.606443,3.735896
